movie_id,title,overview
11259,Far and Away,"In director Ron Howard’s period epic, a young free-spirited Irish woman from an affluent Protestant family spontaneously befriends a street-smart commoner gypped by her family’s hostile land takeovers before the two escape together to America for a new life during the 19th century Oklahoma land rush."
279997,I Survived a Zombie Holocaust,"From the land of early Peter Jackson comes another Braindead movie in bad taste. It’s the third day of shooting the low budget horror ‘Tonight They Come’ on location in the wilds of New Zealand. Director SMP is already beside himself having to work with a self-obsessed leading man and a bimbo actress when into his line of fire comes a new runner, wannabe screenwriter Wesley Pennington. Clearly an accident-prone nerd, Wesley nevertheless tries his best to fit in with the crazed cast and demented crew while falling head over heels for Susan, the set caterer. But something nasty has entered the local water supply and suddenly the zombie extras start acting like genuine members of the living dead, gore stunts looks even more authentic and actual severed limbs fly. Reel life turns real as Wesley attempts to save the day while ensuring his latest script will get made."
1275779,Disclosure Day,"If you found out we weren’t alone, if someone showed you, proved it to you, would that frighten you?"
1011985,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past."
24003,Clash by Night,"An embittered woman seeks escape in marriage, only to fall for her husband’s best friend."
9429,A Night at the Roxbury,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own."
1602705,A Letter to My Youth,A rebellious teen and a reserved caretaker form an unlikely bond in an orphanage as they come to terms with their painful pasts.
1011477,Karate Kid: Legends,"After a family tragedy, kung fu prodigy Li Fong is uprooted from his home in Beijing and forced to move to New York City with his mother. When a new friend needs his help, Li enters a karate competition – but his skills alone aren't enough. Li's kung fu teacher Mr. Han enlists original Karate Kid Daniel LaRusso for help, and Li learns a new way to fight, merging their two styles into one for the ultimate martial arts showdown."
1412598,Killer Whale,Follows best friends Maddie and Trish as they find themselves trapped in a remote lagoon with the dangerous killer whale named Ceto.
703754,Eric Andre: Legalize Everything,"Comedian Eric Andre presents his very first Netflix original stand-up special. Taking the stage in New Orleans, Andre breaks the boundaries of comedy as he critiques the war on drugs, the war on sex, and the war on fart jokes!"
12144,The Land Before Time,"An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive."
945961,Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe."
10733,The Alamo,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio, Texas."
10295,Miami Supercops,"In 1978, $20 million was stolen from a Detroit bank. One of the robbers was caught, one was found dead, and the third disappeared. The money was never found. Seven years later, the robber who was caught was released from jail. He immediately went to Miami, only to be found dead the next day. Now FBI agents Doug Bennet and Steve Forest have been called in to investigate the case while posing as Miami police officers. Somewhere in Miami the third robber is hiding with his $20 million, and he has a seven-year head start on the authorities."
9779,The Sisterhood of the Traveling Pants,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic."
22460,Deewaar,"Haunted by the past, Vijay turns to crime, while Ravi, his brother, becomes an honest police officer. Fate pits them against each other when Ravi is sent to nab Vijay."
1600028,A Father's Miracle,"After being falsely accused of a terrible crime, Hector, a man with a neurological disability, goes to a secret prison. His goodness conquers the prisoners, who plan to prove their innocence."
252712,The Young Country,An adventurous young gambler searches for the owner of a mysterious fortune.
58,Pirates of the Caribbean: Dead Man's Chest,"Jack's got a blood debt to pay: he owes his soul to the legendary Davy Jones, ghastly Ruler of the Ocean Depths.  But ever-crafty Jack isn't about to go down without a fight."
1592032,Furious Attack,"A former special forces soldier infiltrates northern Myanmar to rescue his missing daughter, fighting against scam gangs and organ traffickers in a final showdown with the crime boss."
11324,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor."
75780,Jack Reacher,"One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney. However, the more Reacher delves into the case, the less clear-cut it appears. So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep."
254074,The Deadly Look of Love,"Janet Flanders is a small-town, unsophisticated young woman who is seduced by the fantasy of romantic love; she believes that someday her prince will come to sweep her away. Then she meets handsome Brett Becker; she believes she's found the man of her dreams -- little suspecting he is engaged to marry a wealthy socialite. Deep into her illusion that Brett loves her, she moves to Chicago to be closer to him, deluge him with calls and love notes, tells her family about her boyfriend Brett, and buys an engagement ring. Her obsession with him leads her from intrigue and eventually to murder."
18,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity."
198663,The Maze Runner,"A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society, he begins to uncover clues that may lead to escape and the truth behind their confinement."
1208348,Rental Family,"An American actor in Tokyo struggles to find purpose until he lands an unusual gig: working for a Japanese 'rental family' agency, playing stand-in roles for strangers. As he immerses himself in his clients' worlds, he begins to form genuine bonds that blur the lines between performance and reality."
578,Jaws,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate quest to kill the beast before it strikes again."
286217,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive."
1439660,Fukushima: A Nuclear Nightmare,The definitive account of Japan’s struggle as it faced a nuclear catastrophe while still reeling from the devastation of an earthquake and tsunami.
976573,Elemental,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common."
1235746,Dead of Winter,"A widowed fisherwoman, travelling alone through snowbound northern Minnesota, interrupts the kidnapping of a teenage girl. Hours from the nearest town and with no phone service, she realizes that she is the young girl's only hope."
1314481,The Devil Wears Prada 2,"Miranda Priestly navigates her career amid the decline of traditional magazine publishing. She faces off against Emily Charlton, her one-time assistant, now a high-powered executive for a luxury group, with advertising dollars that Priestly desperately needs."
45881,The Bridge of San Luis Rey,"In 1714 Peru, a friar is tried by the Spanish Inquisition for questioning God's intentions when five die in the collapse of an Andean rope bridge."
1247603,The Beatles: George,"One of four biopics, focusing on individual members of The Beatles, this one telling the story of the group from the perspective of George Harrison."
1466115,Even If This Love Disappears Tonight,"A high school girl wakes up each day with no memory of yesterday. When she agrees to date a shy classmate, can their love grow with every new beginning?"
1428990,This Is Not a Test,"Sloane and four classmates take cover in Cortege High to escape a world plagued by the infected. As danger relentlessly pounds on the doors, Sloane begins to see the world through the eyes of those who actually want to live and takes matters into her own hands."
254074,The Deadly Look of Love,"Janet Flanders is a small-town, unsophisticated young woman who is seduced by the fantasy of romantic love; she believes that someday her prince will come to sweep her away. Then she meets handsome Brett Becker; she believes she's found the man of her dreams -- little suspecting he is engaged to marry a wealthy socialite. Deep into her illusion that Brett loves her, she moves to Chicago to be closer to him, deluge him with calls and love notes, tells her family about her boyfriend Brett, and buys an engagement ring. Her obsession with him leads her from intrigue and eventually to murder."
18,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity."
1208348,Rental Family,"An American actor in Tokyo struggles to find purpose until he lands an unusual gig: working for a Japanese 'rental family' agency, playing stand-in roles for strangers. As he immerses himself in his clients' worlds, he begins to form genuine bonds that blur the lines between performance and reality."
578,Jaws,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate quest to kill the beast before it strikes again."
286217,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive."
976573,Elemental,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common."
1235746,Dead of Winter,"A widowed fisherwoman, travelling alone through snowbound northern Minnesota, interrupts the kidnapping of a teenage girl. Hours from the nearest town and with no phone service, she realizes that she is the young girl's only hope."
546554,Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death."
1314481,The Devil Wears Prada 2,"Miranda Priestly navigates her career amid the decline of traditional magazine publishing. She faces off against Emily Charlton, her one-time assistant, now a high-powered executive for a luxury group, with advertising dollars that Priestly desperately needs."
1640697,Diabolical: The Epstein Files,It's the scandal that has shocked Americans and rocked the Trump administration. A legal and political saga that has shattered fundamental beliefs that all are equal in the eyes of the law. What do the Epstein Files reveal?
45881,The Bridge of San Luis Rey,"In 1714 Peru, a friar is tried by the Spanish Inquisition for questioning God's intentions when five die in the collapse of an Andean rope bridge."
567609,Ready or Not,A young bride's wedding night turns into her worst nightmare when her ridiculously rich in-laws force her to play a gruesome game of hide-and-seek.
1601797,¿Quieres Ser Mi Novia?,"Javi and Lu's relationship faces dangerous territory as old and new temptations emerge: a young woman reigniting Javi's chemistry and a mature man pursuing Lu. Through humor, entanglements, and surprises, their love is tested."
718930,Bullet Train,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train."
748230,Salem's Lot,Author Ben Mears returns to his childhood home of Jerusalem's Lot only to discover his hometown is being preyed upon by a bloodthirsty vampire.
437517,An Uncommon Grace,"An army nurse returning from Afghanistan discovers her purpose in a rural Ohio farm community, along with a deep connection with a neighbor whose conservative Amish sect strictly forbids relationships with those outside his church community."
54270,Revival of Evangelion,"Revival of Evangelion is a re-edit of the Neon Genesis Evangelion films , released in 1998. It consists of Evangelion: Death (which was essentially a clip show that summarized the entire regular series) and The End of Evangelion , re-edited together to make a version that tells the entire story of Evangelion. It is considered to be the final form of the Evangelion films."
507241,The Killer's Game,"When top hitman Joe Flood is diagnosed with a terminal illness, he decides to take matters into his own hands – by taking a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues and win back the love of his life before it's too late."
335983,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own."
558449,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people."
419472,The Polka King,Local Pennsylvania polka legend Jan Lewan develops a plan to get rich that shocks his fans and lands him in jail.
10674,Mulan,"When Imperial China calls one man from every family to defend the empire from invading Huns, a young woman disguises herself as a soldier to take her ailing father’s place. Facing ruthless invaders, brutal training, and the risk of execution if discovered, she must decide who she truly is— and what she’s willing to fight for."
41233,Step Up 3D,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip-hop dancers in a high-stakes showdown that will change their lives forever."
49160,The Time Travelers,Research scientists experimenting with time warps are accidentally propelled forward into an unbearable future.
603692,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes."
504110,Miracle of Marcelino,"Marcelino Pan y Vino is a Filipino TV movie from 1979 directed by Mario O'Hara. The film is a remake of Ladislao Vajda's 1955 film of the same title, about a boy brought up by monks and encountering Divinity. The story revolves around Marcelino, an orphan abandoned as a baby on the steps of a monastery in nineteenth-century Spain. The monks raise the child, and Marcelino grows into a rowdy young boy. He has been warned by the monks not to visit the monastery attic, where a ""very big man who will take him away"" lives, but he ventures upstairs anyway, sees the man and tears off back down the stairs."
754823,Elevado 3.5,"A documentary about the crowd of people that commingle throughout the 3.5km of the Minhocão, an overpass in the central region of São Paulo, built during Brazil's military dictatorship."
82884,"A Minute to Pray, a Second to Die","A famous gunman decides to change his life around and turn himself in when amnesty is declared by the new governor of the New Mexico Territory, but a vindictive sheriff sets out to stop him from reaching the Territory."
70981,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race."
10191,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father."
1231204,Indian 3: War Mode,"Banished by the very people who sought his return to end corruption, Senapathy's two track mission converges into a single track as he takes upon eradicating corruption into his own hands."
738005,Chadwick Boseman: A Tribute for a King,"A tribute to Chadwick Boseman, celebrating his life and legacy."
549319,Christmas Everlasting,"Christmas is fast approaching and years of long workdays employed at New York’s top corporate law firm are about to pay off now that Lucy Toomey will be made partner after the New Year. However, when Alice, her older sister with special needs, unexpectedly passes away, Lucy returns back to Nilson’s Bay, Wis., to attend the funeral and handle her estate. While Lucy dreads returning to her childhood home, she also feels real sorrow that she was too busy to take her sister’s last call. Once back in Nilson’s Bay, Lucy meets Peter, her old high school sweetheart and Alice’s former attorney, who informs her of the terms of Alice’s eccentric will that states in order for Lucy to inherit the family home, she must live there for 30 days through the holidays."
11503,The Serpent and the Rainbow,"A Harvard anthropologist is sent to Haiti to retrieve a strange powder that is said to have the power to bring human beings back from the dead. In his quest to find the miracle drug, the cynical scientist enters the rarely seen netherworld of walking zombies, blood rites and ancient curses. Based on the true life experiences of Wade Davis and filmed on location in Haiti, it's a frightening excursion into black magic and the supernatural."
62,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer."
358906,Honor Thy Father,"Edgar's family is caught in a financial ruin after being involved in a Ponzi scheme. With their church's bishop refusing to return their donation, and his daughter subsequently kidnapped, he seeks the aid of his criminally inclined family."
10837,DuckTales: The Movie - Treasure of the Lost Lamp,"With his nephews and niece, everyone's favorite rich uncle, Scrooge McDuck, treks from his mansion home in Duckburg in search of the long-lost loot of the thief Collie Baba. But finding the goods isn't quite what it's ""quacked"" up to be! Their thrilling adventure leads to comical chaos, magical mayhem, and a lesson about what is far more valuable than money, gold and jewels."
507086,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures."
222267,An Accidental Soldier,"An unexpected love story set in WW1 France between a young Australian baker who has deserted the front line, and a grieving French woman, who puts her own life at risk by sheltering him from the authorities."
116981,Hands of a Murderer,"Sherlock Holmes must track down his nemesis, Professor Moriarty, after the villain kidnaps Holmes' brother, Mycroft. The evil doctor is forcing his captive to decode highly classified military documents."
632727,Texas Chainsaw Massacre,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town."
9769,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter."
24476,Beethoven's 3rd,"Everyone's favorite St. Bernard returns in this family film about man's best friend. Richard Newton, his wife Beth and kids Brennan and Sara shove off in their camper for a road trip. Along the way, they gain a new passenger: slobbery Beethoven. The Newtons plan to return Beethoven to his owner -- but not before he turns hero when a pair of thieves enter the picture."
42709,"Silent Night, Deadly Night III: Better Watch Out!","Ricky Caldwell, the notorious 'Killer Santa Claus', awakens from a six-year coma after being kept alive on life-support by a slightly crazed doctor experimenting with ESP and other special abilities. Ricky targets a young, clairvoyant blind woman, named Laura, whom is traveling with her brother Chris, and his girlfriend Jerri to their grandmother's house for Christmas Eve, and Ricky decides to go after her, leaving a trail of dead bodies in his wake."
19293,Carry On Again Doctor,"Dr. Nookey is disgraced and sent to a remote island hospital. He is given a secret slimming potion by a member of staff, Gladstone Screwer, and he flies back to England to fame and fortune. But others want to cash in on his good fortunes, and some just want him brought down a peg or two."
222267,An Accidental Soldier,"An unexpected love story set in WW1 France between a young Australian baker who has deserted the front line, and a grieving French woman, who puts her own life at risk by sheltering him from the authorities."
507086,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures."
55547,Route 666,"Smith, a mob informer hiding out with the Witness Protection Program, decides to make a break for it and hide out in the Arizona desert. The Feds catch up with him and rescue him just before a group of hitmen can manage to silence him for good. In the course of getting Smith away from the mafia thugs, the pair of agents assigned to protect him turn onto an abandoned stretch of highway nicknamed 'Route 666' after the mysterious death of a prison chain gang. As the three continue on their way, they soon discover just what happened to the chain gang, and how the highway earned its name."
34600,Ernest Goes to Africa,"The title says it all. There's a mix up involving stolen diamonds which Ernest has (naturally) made into a yo-yo and given to his would be girlfriend, Rene. But Rene wants a man of action, and doesn't think that Ernest fits the bill. After the bad guys come looking for the stolen diamonds and kidnap Rene, all of her fantasies come true as Ernest has to go to Africa to rescue her."
287649,Scarlet Innocence,"A university professor gradually succumbing to blindness is entranced by an obsessive love, in this modern-day adaptation of a classic Korean fairy tale."
14620,The Butterfly Effect 2,"After his girlfriend, Julie, and two best friends are killed in a tragic auto accident, Nick struggles to cope with his loss and grief. Suffering from migraine-like seizures, Nick soon discovers that he has the power to change the past via his memories. However, his time-traveling attempts to alter the past and save his one true love have unexpected and dire consequences."
940551,Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica."
151474,The Adventures of Huck Finn,"Huckleberry Finn, a rambunctious boy adventurer chafing under the bonds of civilization, escapes his humdrum world and his selfish, plotting father by sailing a raft down the Mississippi River. Accompanying him is Jim, a slave running away from being sold. Together the two strike a bond of friendship that takes them through harrowing events and thrilling adventures."
22309,The Fighting Temptations,"Darrin Hill, a slick-talking but down-on- his-luck NYC advertising exec, returns to his hometown in Georgia to claim the inheritance his aunt left him. But before Darrin can collect the money, he must fulfill his aunt's final wish -- to create a local choir."
284054,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war."
676547,Prey for the Devil,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her."
603692,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes."
10192,Shrek Forever After,"A midlife-crisis burdened Shrek, longing for the days when he felt like a real ogre, makes a pact with magic deal-maker Rumpelstiltskin. But when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love."
874127,Coyote Creek Christmas,"While throwing a ""Christmas Around the World"" party at her family's inn, an event planner discovers Christmas magic with a charming father-son duo whose presence brings about tension and joy."
200770,Ultraman Cosmos 2: The Blue Planet,"When he returns to Earth to attend the wedding of his friend in Saipan, Musashi meets a beautiful girl named Shau who claims to come from the bottom of the sea. Just then, Monster Scorpis reappears in the sky above the island and Musashi faces the monster in order to protect the girl. What is the girl's true form? And what is the strange shadowy form that follows the monster Scorpis?"
150689,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods."
878608,Resurrection,"In a future where humanity has surrendered its ability to dream in exchange for immortality, an outcast finds illusion, nightmarish visions, and beauty in an intoxicating world of his own making."
11357,Halloween 4: The Return of Michael Myers,"Ten years after his original massacre, the invalid Michael Myers awakens on Halloween Eve and returns to Haddonfield to kill his seven-year-old niece."
111642,St. Martin's Lane,"On the sidewalks of the London theater district the buskers (street performers) earn enough coins for a cheap room. Charles, who recites dramatic monologues, sees that a young pickpocket, Libby, also has a talent for dancing and adds her to his act. Harley, the theater patron who never knew Libby took his gold cigarette case, is impressed by Libby's dancing and invites her to bring Charles and the other buskers in his group to an after-the-play party. Libby comes alone. A theatrical career is launched."
568124,Encanto,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope."
1146344,Misdirection,"A desperate couple have pulled off a string of high-end break-ins to pay off a mob debt. When they attempt to rob their latest victim, they find themselves caught in a deadly game of cat and mouse. The tables are turned and the hunters become the hunted."
508883,The Boy and the Heron,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one."""
545611,Everything Everywhere All at Once,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes."
499792,Rock Steady Row,"Demented chaos rules this bizarro-world college campus where the reigning gang-frats target a freshman, who dare crosses their path. Trapped between a blaze of twisted ‘Mad Max’ style power games, he shrewdly plays both sides, fueling apocalyptic-sized battles that escalate to ensnare the school Dean who’s coming unglued."
809,Shrek 2,"Happily ever after never seemed so far far away when a trip to meet the in-laws turns into a hilariously twisted adventure for Shrek and Fiona. With the help of his faithful Donkey, Shrek takes on a potion-brewing Fairy Godmother, the pompous Prince Charming, and the ogre-killer, Puss In Boots."
542172,Raw Spice,"Raw Spice is a fly-on-the-wall documentary like no other. It charts the formation of a girl band in 1994, a group who would go on to be the biggest selling girl band in history, five girls who became... The Spice Girls.  This footage was shot two years before the girls had their first hit single. We see them living together in a tiny house in Maidenhead as they rehearse day in, day out, striving to become a success. We watch their rehearsals; and we discover their very distinctive personalities that we all know help make up the band. This includes never before seen footage of the girls speaking of their ambitions and fears, as well as their trademark outrageous behaviour and some titanic bust-ups.  This is the girls before blockbuster hits, weddings, babies, and bust-ups. This is before stylists, PR People and make-up artists. THIS IS RAW SPICE."
1594,A Shot in the Dark,"Inspector Jacques Clouseau, smitten with the accused maid Maria Gambrelli, unwittingly turns a straightforward murder investigation into a comedic series of mishaps, testing the patience of his irritable boss Charles Dreyfus as casualties mount."
10587,Police Academy 4: Citizens on Patrol,"A new batch of recruits arrives at Police Academy, this time a group of civilian volunteers who have joined Commandant Lassard's new Citizens on Patrol program. Although the community relations project has strong governmental support, a disgusted Captain Harris is determined to see it fail."
218343,Mr. Dodd Takes the Air,A country bumpkin becomes a singing sensation on the radio.
894205,Werewolf by Night,"On a dark and somber night, a secret cabal of monster hunters emerge from the shadows and gather at the foreboding Bloodstone Temple following the death of their leader. In a strange and macabre memorial to the leader’s life, the attendees are thrust into a mysterious and deadly competition for a powerful relic—a hunt that will ultimately bring them face to face with a dangerous monster."
43818,Pride and Prejudice,"In early 19th century England, Mr and Mrs Bennet's five unmarried daughters vie for the affections of rich and eligible Mr Bingley and his status-conscious friend, Mr Darcy, who have moved into their neighbourhood. While Bingley takes an immediate liking to eldest daughter Jane, Darcy has difficulty adapting to local society and repeatedly clashes with second-eldest Elizabeth."
56370,Berlinguer: I Love You,A young poet falls in love with a sophisticated woman who hates poetry. But the poet wants to win her with poetry — and a bit of help from his mum.
532652,The Resurrection of the Christ: Part One,The first part of a two-part sequel to The Passion of the Christ. Plot TBA.
505642,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda."
2251,Unfaithful,A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.
34600,Ernest Goes to Africa,"The title says it all. There's a mix up involving stolen diamonds which Ernest has (naturally) made into a yo-yo and given to his would be girlfriend, Rene. But Rene wants a man of action, and doesn't think that Ernest fits the bill. After the bad guys come looking for the stolen diamonds and kidnap Rene, all of her fantasies come true as Ernest has to go to Africa to rescue her."
637,Life Is Beautiful,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.
335983,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own."
2105,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom."
974576,Conclave,"After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall."
1132979,Esther's Diary,"Two successful, modern day American women, Maria and Sarah, are brought together by a secret connection they never knew they had; their mothers, Apolonia, a Christian, and Esther, a Jew, were best friends during the Polish Holocaust. A recently bequeathed diary from Esther to her daughter Sarah illuminates events of a dark past that lead Apolonia to confess to her daughter, Maria, a lifetime of self-blame and guilt for an unintended betrayal that led to her best friend's capture by the Nazis."
11395,The Santa Clause,"On Christmas Eve, divorced dad Scott Calvin and his son discover Santa Claus has fallen off their roof. When Scott takes the reins of the magical sleigh, he finds he is now the new Santa, and must convince a world of disbelievers, including himself."
24476,Beethoven's 3rd,"Everyone's favorite St. Bernard returns in this family film about man's best friend. Richard Newton, his wife Beth and kids Brennan and Sara shove off in their camper for a road trip. Along the way, they gain a new passenger: slobbery Beethoven. The Newtons plan to return Beethoven to his owner -- but not before he turns hero when a pair of thieves enter the picture."
1288072,Keeper,"Liz and Malcolm escape for a romantic anniversary weekend at a secluded cabin. When Malcolm suddenly returns to the city, Liz finds herself isolated and in the presence of an unspeakable evil that reveals the cabin's horrifying secrets."
